label,voxel_count,volume_um3,centroid_z_px,centroid_y_px,centroid_x_px,centroid_z_um,centroid_y_um,centroid_x_um,bbox_z0_px,bbox_y0_px,bbox_x0_px,bbox_z1_px,bbox_y1_px,bbox_x1_px
510,309,153.48207077565738,3.854368932038835,151.15857605177993,3.4627831715210355,5.781553398058253,86.98347381970724,1.992641881199939,2,143,0,7,158,10
511,305,151.49524785299516,3.6655737704918034,154.25245901639343,77.35409836065574,5.498360655737705,88.7638338553926,44.51304296023717,2,148,73,6,162,83
512,232,115.23572951440943,3.685344827586207,152.69396551724137,199.72844827586206,5.5280172413793105,87.86700628515115,114.9327726248426,2,149,192,6,157,208
513,395,196.19876361289536,4.222784810126583,156.46075949367088,13.478481012658229,6.334177215189873,90.0345897183316,7.756126915963844,2,145,8,7,168,19
518,249,123.67972693572392,3.7349397590361444,153.57831325301206,51.07630522088353,5.602409638554216,88.37589992606225,29.39161358907088,2,147,47,7,161,56
519,299,148.51501346900181,3.79933110367893,157.42809364548495,84.91304347826087,5.698996655518394,90.5912374922588,48.86280148479869,2,148,82,6,168,89
520,359,178.31735730893527,3.467966573816156,156.9693593314763,119.11699164345404,5.201949860724234,90.32726104292323,68.54529855157804,2,150,114,6,166,125
524,307,152.48865931432627,4.182410423452769,154.5700325732899,20.35830618892508,6.273615635179153,88.94658002761557,11.715089144471314,2,149,16,7,163,26
525,238,118.21596389840278,3.4285714285714284,154.71848739495798,182.55882352941177,5.142857142857142,89.03200763901057,105.05259484309727,2,151,177,6,160,190
528,249,123.67972693572392,3.6626506024096384,156.2289156626506,128.58634538152612,5.493975903614458,89.90117630354193,73.99439250628019,2,150,125,6,163,134
529,312,154.97218796765407,3.483974358974359,157.94230769230768,228.27243589743588,5.225961538461538,90.88713948636206,131.35827268473136,2,151,223,6,165,234
531,354,175.8338286556075,3.556497175141243,158.95762711864407,43.67231638418079,5.334745762711865,91.47140015516538,25.13102390927577,2,153,36,7,166,54
534,214,106.2950263624294,3.3878504672897196,160.69158878504672,198.33177570093457,5.081775700934579,92.46920003627994,114.1290641252713,2,155,194,6,167,203
535,235,116.7258467064061,3.370212765957447,161.3787234042553,216.95744680851064,5.05531914893617,92.8646083400739,124.84711676560141,2,156,213,6,167,223
536,199,98.84444040244603,3.3668341708542715,163.46231155778895,253.4924623115578,5.050251256281407,94.06359909758052,145.87101529335206,2,157,250,6,173,256
539,351,174.34371146361082,3.4188034188034186,162.14529914529913,165.50712250712252,5.128205128205128,93.30573065442454,95.24027569988378,2,157,158,7,168,174
540,225,111.75878939975053,3.2755555555555556,163.88888888888889,222.94666666666666,4.913333333333333,94.3090709661373,128.29358445760937,2,158,219,6,172,228
541,262,130.13690143437617,3.7977099236641223,162.14503816793894,2.946564885496183,5.6965648854961835,93.30558047626084,1.695586557310705,2,156,0,7,169,8
543,517,256.7968627540934,3.733075435203095,170.27272727272728,189.79497098646036,5.5996131528046424,97.98261998620502,109.2166010101712,2,159,181,6,182,198
545,290,144.04466189301178,3.420689655172414,167.0344827586207,74.10344827586206,5.131034482758621,96.11918779286316,42.64247204105345,2,161,70,6,175,80
546,240,119.2093753597339,3.9791666666666665,166.78333333333333,151.94166666666666,5.96875,95.97466506692908,87.43409953858888,2,161,147,7,173,158
548,372,184.77453180758755,3.4946236559139785,167.74193548387098,103.58064516129032,5.241935483870968,96.52628805282069,59.604982872616766,2,160,100,6,181,109
550,276,137.09078166369397,3.278985507246377,170.4746376811594,38.028985507246375,4.918478260869565,98.09880835728207,21.883596363903692,2,162,35,6,180,42
551,332,164.90630258096522,3.5451807228915664,168.52710843373495,80.22289156626506,5.31777108433735,96.97811204132557,46.163876179311636,2,161,76,6,176,86
555,241,119.70608109039945,4.008298755186722,167.88796680497924,174.16182572614107,6.012448132780083,96.61032107250279,100.22058294100887,2,163,169,7,174,180
560,214,106.2950263624294,3.8551401869158877,165.77570093457945,57.705607476635514,5.7827102803738315,95.39482786108722,33.206413610795074,2,160,53,6,173,63
